slug,window_ts,window_time,resolution,num_trades,window_trades,total_volume,implied_up_4m,trades_4m,implied_up_3m,trades_3m,implied_up_2m,trades_2m,implied_up_1m,trades_1m,implied_up_30s,trades_30s
btc-updown-5m-1773910500,1773910500,2026-03-19 08:55,DOWN,1000,779,59213.85,,0,,0,,0,0.2152,266,0.2651,779
btc-updown-5m-1773910800,1773910800,2026-03-19 09:00,UP,1000,980,68175.44,,0,0.9256,454,0.9751,418,0.9900,74,0.9900,76
btc-updown-5m-1773911100,1773911100,2026-03-19 09:05,UP,1000,879,51690.77,,0,,0,,0,0.4638,197,0.8290,879
btc-updown-5m-1773911400,1773911400,2026-03-19 09:10,DOWN,1000,956,53296.03,,0,,0,0.0788,159,0.0233,645,0.0198,463
btc-updown-5m-1773911700,1773911700,2026-03-19 09:15,UP,1000,932,39787.39,,0,,0,,0,0.7488,409,0.8778,932
btc-updown-5m-1773912000,1773912000,2026-03-19 09:20,UP,1000,981,114983.38,,0,0.9669,771,0.9883,114,0.9981,78,0.9990,75
btc-updown-5m-1773912300,1773912300,2026-03-19 09:25,DOWN,1000,836,55222.69,,0,,0,,0,0.0898,418,0.0750,836
btc-updown-5m-1773912600,1773912600,2026-03-19 09:30,DOWN,1000,953,60875.24,,0,,0,,0,0.0414,795,0.0142,565
btc-updown-5m-1773912900,1773912900,2026-03-19 09:35,UP,1000,951,71017.09,,0,0.9172,150,0.9368,525,0.9826,260,0.9900,41
btc-updown-5m-1773913200,1773913200,2026-03-19 09:40,UP,1000,954,55333.94,,0,,0,0.9067,389,0.9809,515,0.9876,237
btc-updown-5m-1773913500,1773913500,2026-03-19 09:45,UP,1000,900,49367.61,,0,,0,,0,0.6831,218,0.8814,900
btc-updown-5m-1773913800,1773913800,2026-03-19 09:50,DOWN,1000,935,38338.47,,0,,0,,0,0.0843,669,0.0649,842
btc-updown-5m-1773914100,1773914100,2026-03-19 09:55,UP,1000,952,44318.37,,0,,0,0.9495,338,0.9492,522,0.9760,357
btc-updown-5m-1773914400,1773914400,2026-03-19 10:00,DOWN,1000,961,50764.55,,0,,0,0.1037,507,0.0209,411,0.0127,198
btc-updown-5m-1773914700,1773914700,2026-03-19 10:05,UP,1000,759,42001.85,,0,,0,,0,0.8870,314,0.8618,759
btc-updown-5m-1773915000,1773915000,2026-03-19 10:10,DOWN,1000,778,39413.10,,0,,0,,0,0.5283,386,0.4786,778
btc-updown-5m-1773915300,1773915300,2026-03-19 10:15,UP,1000,890,37155.49,,0,,0,,0,0.9763,278,0.9094,884
btc-updown-5m-1773915600,1773915600,2026-03-19 10:20,UP,1000,783,37400.00,,0,,0,,0,,0,0.7783,783
btc-updown-5m-1773915900,1773915900,2026-03-19 10:25,DOWN,1000,882,38307.71,,0,,0,,0,0.1689,230,0.1160,882
btc-updown-5m-1773916200,1773916200,2026-03-19 10:30,DOWN,1000,958,40715.93,,0,0.1400,3,0.1148,480,0.0261,455,0.0121,133
btc-updown-5m-1773916500,1773916500,2026-03-19 10:35,DOWN,1000,947,54704.70,,0,,0,0.1262,524,0.0334,387,0.0165,228
btc-updown-5m-1773916800,1773916800,2026-03-19 10:40,DOWN,1000,897,47602.27,,0,,0,,0,0.0684,389,0.0835,784
btc-updown-5m-1773917100,1773917100,2026-03-19 10:45,UP,1000,927,54825.90,,0,,0,,0,0.9212,813,0.9640,524
btc-updown-5m-1773917400,1773917400,2026-03-19 10:50,DOWN,1000,960,78802.14,,0,0.0881,191,0.0343,496,0.0185,214,0.0032,107
btc-updown-5m-1773917700,1773917700,2026-03-19 10:55,DOWN,1000,932,31018.13,,0,,0,0.1081,72,0.0506,513,0.0318,564
btc-updown-5m-1773918000,1773918000,2026-03-19 11:00,UP,1000,926,48676.67,,0,,0,,0,0.9416,700,0.9844,585
btc-updown-5m-1773918300,1773918300,2026-03-19 11:05,DOWN,1000,890,36923.71,,0,,0,,0,0.0993,464,0.0898,890
btc-updown-5m-1773918600,1773918600,2026-03-19 11:10,DOWN,1000,778,32583.48,,0,,0,,0,0.6745,394,0.6240,778
btc-updown-5m-1773918900,1773918900,2026-03-19 11:15,UP,1000,899,40936.48,,0,,0,,0,0.7921,382,0.8930,899
btc-updown-5m-1773919200,1773919200,2026-03-19 11:20,UP,1000,874,37550.95,,0,,0,,0,0.6074,127,0.8427,874
btc-updown-5m-1773919500,1773919500,2026-03-19 11:25,UP,1000,805,47885.94,,0,,0,,0,0.5419,419,0.5260,672
btc-updown-5m-1773919800,1773919800,2026-03-19 11:30,DOWN,1000,945,46827.29,,0,,0,,0,0.1500,715,0.1127,822
btc-updown-5m-1773920100,1773920100,2026-03-19 11:35,DOWN,1000,962,56021.79,,0,0.0684,70,0.0573,481,0.0234,347,0.0076,247
btc-updown-5m-1773920400,1773920400,2026-03-19 11:40,DOWN,1000,789,73216.28,,0,,0,,0,0.1876,97,0.3296,789
btc-updown-5m-1773920700,1773920700,2026-03-19 11:45,DOWN,1000,902,61596.60,,0,,0,,0,0.4761,267,0.2106,902
btc-updown-5m-1773921000,1773921000,2026-03-19 11:50,DOWN,1000,917,46022.35,,0,,0,,0,0.0885,720,0.0470,604
btc-updown-5m-1773921300,1773921300,2026-03-19 11:55,DOWN,1000,753,47318.71,,0,,0,,0,0.3254,60,0.1723,753
btc-updown-5m-1773921600,1773921600,2026-03-19 12:00,DOWN,1000,866,57725.01,,0,,0,0.0534,141,0.0427,682,0.0180,295
btc-updown-5m-1773921900,1773921900,2026-03-19 12:05,DOWN,1000,928,64436.62,,0,0.0467,288,0.0397,555,0.0100,58,0.0100,45
btc-updown-5m-1773922200,1773922200,2026-03-19 12:10,UP,1000,957,76094.04,,0,0.9598,434,0.9626,424,0.9931,75,0.9973,65
btc-updown-5m-1773922500,1773922500,2026-03-19 12:15,DOWN,1000,955,68289.79,0.0700,1,0.0534,640,0.0119,223,0.0100,66,0.0100,56
btc-updown-5m-1773922800,1773922800,2026-03-19 12:20,UP,1000,940,63703.79,,0,,0,,0,0.8679,716,0.9733,679
btc-updown-5m-1773923100,1773923100,2026-03-19 12:25,DOWN,1000,956,48135.27,,0,,0,0.0876,824,0.0101,112,0.0100,51
btc-updown-5m-1773923400,1773923400,2026-03-19 12:30,DOWN,1000,826,57853.13,,0,,0,,0,0.2678,194,0.0659,826
btc-updown-5m-1773923700,1773923700,2026-03-19 12:35,UP,1000,947,41039.06,,0,,0,,0,0.7714,663,0.8535,853
btc-updown-5m-1773924000,1773924000,2026-03-19 12:40,DOWN,1000,756,63667.75,,0,,0,,0,,0,0.4077,756
btc-updown-5m-1773924300,1773924300,2026-03-19 12:45,DOWN,1000,952,57350.67,,0,,0,0.0556,409,0.0172,526,0.0127,311
btc-updown-5m-1773924600,1773924600,2026-03-19 12:50,DOWN,1000,950,88460.33,,0,0.0362,567,0.0132,194,0.0062,79,0.0024,173
btc-updown-5m-1773924900,1773924900,2026-03-19 12:55,DOWN,1000,658,33322.80,,0,,0,,0,,0,0.2895,658
btc-updown-5m-1773925200,1773925200,2026-03-19 13:00,UP,1000,826,66048.05,,0,,0,,0,0.9182,397,0.9712,826
btc-updown-5m-1773925500,1773925500,2026-03-19 13:05,DOWN,1000,715,58715.97,,0,,0,,0,0.5026,127,0.3502,715
btc-updown-5m-1773925800,1773925800,2026-03-19 13:10,DOWN,1000,937,63418.96,,0,0.0570,137,0.0254,602,0.0075,132,0.0029,153
btc-updown-5m-1773926100,1773926100,2026-03-19 13:15,UP,1000,922,58636.95,,0,,0,0.9376,528,0.9844,378,0.9900,41
btc-updown-5m-1773926400,1773926400,2026-03-19 13:20,DOWN,1000,625,56794.84,,0,,0,,0,,0,0.4818,625
btc-updown-5m-1773926700,1773926700,2026-03-19 13:25,UP,1000,777,35441.27,,0,,0,,0,0.6837,81,0.8226,777
btc-updown-5m-1773927000,1773927000,2026-03-19 13:30,UP,1000,795,46968.92,,0,,0,,0,,0,0.8562,795
btc-updown-5m-1773927300,1773927300,2026-03-19 13:35,DOWN,1000,914,56700.49,,0,,0,,0,0.0299,477,0.0354,914
btc-updown-5m-1773927600,1773927600,2026-03-19 13:40,UP,1000,974,75530.93,,0,0.9598,832,0.9900,108,0.9900,26,0.9900,22
btc-updown-5m-1773927900,1773927900,2026-03-19 13:45,UP,1000,832,40020.21,,0,,0,,0,0.6432,51,0.7954,832
btc-updown-5m-1773928200,1773928200,2026-03-19 13:50,UP,1000,902,60994.78,,0,,0,,0,0.6708,311,0.8964,902
btc-updown-5m-1773928500,1773928500,2026-03-19 13:55,DOWN,1000,907,48524.65,,0,,0,0.0714,265,0.0221,622,0.0148,203
btc-updown-5m-1773928800,1773928800,2026-03-19 14:00,DOWN,1000,870,39058.74,,0,,0,,0,0.1113,177,0.0471,870
btc-updown-5m-1773929100,1773929100,2026-03-19 14:05,DOWN,1000,918,42119.85,,0,,0,,0,0.0766,874,0.0311,601
btc-updown-5m-1773929400,1773929400,2026-03-19 14:10,DOWN,1000,849,53608.02,,0,,0,,0,0.0819,166,0.0297,849
btc-updown-5m-1773929700,1773929700,2026-03-19 14:15,DOWN,1000,915,53051.25,,0,,0,,0,0.0316,832,0.0240,750
btc-updown-5m-1773930000,1773930000,2026-03-19 14:20,DOWN,1000,838,37379.27,,0,,0,,0,0.1759,155,0.1073,838
btc-updown-5m-1773930300,1773930300,2026-03-19 14:25,DOWN,1000,940,56939.29,,0,,0,0.2053,96,0.0352,816,0.0100,128
btc-updown-5m-1773930600,1773930600,2026-03-19 14:30,UP,1000,932,48174.27,,0,,0,,0,0.9648,608,0.9678,847
btc-updown-5m-1773930900,1773930900,2026-03-19 14:35,DOWN,1000,945,70229.69,,0,,0,0.0386,806,0.0100,107,0.0100,53
btc-updown-5m-1773931200,1773931200,2026-03-19 14:40,UP,1000,947,52348.88,,0,0.8922,90,0.9641,729,0.9900,110,0.9900,69
btc-updown-5m-1773931500,1773931500,2026-03-19 14:45,UP,1000,687,77330.33,,0,,0,,0,,0,0.4265,687
btc-updown-5m-1773931800,1773931800,2026-03-19 14:50,UP,1000,956,104234.25,,0,0.9629,293,0.9759,449,0.9919,163,0.9976,144
btc-updown-5m-1773932100,1773932100,2026-03-19 14:55,DOWN,1000,585,107467.23,,0,,0,,0,0.8305,74,0.8438,585
btc-updown-5m-1773932400,1773932400,2026-03-19 15:00,UP,1000,932,67481.37,,0,,0,0.9492,810,0.9900,107,0.9900,41
btc-updown-5m-1773932700,1773932700,2026-03-19 15:05,DOWN,1000,883,39083.32,,0,,0,,0,0.2751,17,0.2597,883
btc-updown-5m-1773933000,1773933000,2026-03-19 15:10,DOWN,1000,778,39153.53,,0,,0,,0,0.2658,73,0.2726,778
btc-updown-5m-1773933300,1773933300,2026-03-19 15:15,DOWN,1000,953,54984.48,,0,,0,,0,0.0618,908,0.0173,336
btc-updown-5m-1773933600,1773933600,2026-03-19 15:20,DOWN,1000,922,41221.11,,0,,0,,0,0.2976,457,0.1376,922
btc-updown-5m-1773933900,1773933900,2026-03-19 15:25,DOWN,1000,766,42797.77,,0,,0,,0,,0,0.1616,766
btc-updown-5m-1773934200,1773934200,2026-03-19 15:30,UP,1000,776,36624.55,,0,,0,,0,0.9780,38,0.8692,776
btc-updown-5m-1773934500,1773934500,2026-03-19 15:35,UP,1000,775,108763.90,,0,,0,,0,0.9797,269,0.9316,775
btc-updown-5m-1773934800,1773934800,2026-03-19 15:40,DOWN,1000,963,70439.04,,0,0.0608,383,0.0185,518,0.0100,49,0.0100,33
btc-updown-5m-1773935100,1773935100,2026-03-19 15:45,UP,1000,922,88643.23,,0,,0,,0,0.9589,899,0.9888,171
btc-updown-5m-1773935400,1773935400,2026-03-19 15:50,UP,1000,947,64917.42,,0,,0,0.9280,540,0.9884,392,0.9884,103
btc-updown-5m-1773935700,1773935700,2026-03-19 15:55,DOWN,1000,760,38662.51,,0,,0,,0,0.7986,19,0.5257,760
btc-updown-5m-1773936000,1773936000,2026-03-19 16:00,DOWN,1000,826,42445.12,,0,,0,,0,,0,0.1071,826
btc-updown-5m-1773936300,1773936300,2026-03-19 16:05,DOWN,1000,907,31983.59,,0,,0,,0,0.1160,546,0.0802,907
btc-updown-5m-1773936600,1773936600,2026-03-19 16:10,UP,1000,927,37610.08,,0,,0,,0,0.8825,591,0.9294,927
btc-updown-5m-1773936900,1773936900,2026-03-19 16:15,DOWN,1000,753,39238.36,,0,,0,,0,,0,0.3294,753
btc-updown-5m-1773937200,1773937200,2026-03-19 16:20,UP,1000,944,48817.33,,0,,0,,0,0.9490,874,0.9672,586
btc-updown-5m-1773937500,1773937500,2026-03-19 16:25,UP,1000,901,50374.97,,0,,0,,0,0.9115,499,0.9624,901
btc-updown-5m-1773937800,1773937800,2026-03-19 16:30,DOWN,1000,951,119042.29,,0,,0,0.0230,430,0.0131,471,0.0075,379
btc-updown-5m-1773938100,1773938100,2026-03-19 16:35,UP,1000,916,28139.50,,0,,0,,0,0.8677,450,0.9123,916
btc-updown-5m-1773938400,1773938400,2026-03-19 16:40,UP,1000,915,46055.63,,0,,0,,0,0.9169,544,0.9654,766
btc-updown-5m-1773938700,1773938700,2026-03-19 16:45,DOWN,1000,929,51769.84,,0,,0,,0,0.0549,601,0.0294,715
btc-updown-5m-1773939000,1773939000,2026-03-19 16:50,DOWN,1000,924,62578.29,,0,,0,,0,0.0493,499,0.0217,775
btc-updown-5m-1773939300,1773939300,2026-03-19 16:55,UP,1000,876,46602.45,,0,,0,,0,0.8596,317,0.9498,876
btc-updown-5m-1773939600,1773939600,2026-03-19 17:00,DOWN,1000,942,71573.73,,0,,0,0.0494,113,0.0505,773,0.0169,437
btc-updown-5m-1773939900,1773939900,2026-03-19 17:05,DOWN,1000,931,49306.40,,0,,0,0.1591,104,0.0309,779,0.0115,361
btc-updown-5m-1773940200,1773940200,2026-03-19 17:10,UP,1000,815,39022.00,,0,,0,,0,0.7592,141,0.8730,815
btc-updown-5m-1773940500,1773940500,2026-03-19 17:15,UP,1000,943,40059.19,,0,,0,0.9203,350,0.9692,575,0.9897,98
btc-updown-5m-1773940800,1773940800,2026-03-19 17:20,UP,1000,960,46217.75,,0,,0,0.9627,666,0.9864,244,0.9900,101
btc-updown-5m-1773941100,1773941100,2026-03-19 17:25,UP,1000,828,74167.93,,0,,0,,0,0.8296,178,0.9216,828
btc-updown-5m-1773941400,1773941400,2026-03-19 17:30,DOWN,1000,892,49931.90,,0,,0,,0,0.1443,410,0.1034,892
btc-updown-5m-1773941700,1773941700,2026-03-19 17:35,DOWN,1000,952,41089.02,,0,,0,0.1038,306,0.0417,596,0.0154,401
btc-updown-5m-1773942000,1773942000,2026-03-19 17:40,UP,1000,947,39923.75,,0,,0,,0,0.8747,749,0.9482,829
btc-updown-5m-1773942300,1773942300,2026-03-19 17:45,UP,1000,944,96122.14,,0,,0,,0,0.9750,736,0.9896,521
btc-updown-5m-1773942600,1773942600,2026-03-19 17:50,UP,1000,964,88355.90,,0,0.9369,74,0.9812,557,0.9916,277,0.9974,223
btc-updown-5m-1773942900,1773942900,2026-03-19 17:55,DOWN,1000,743,34160.08,,0,,0,,0,0.2612,11,0.2476,743
btc-updown-5m-1773943200,1773943200,2026-03-19 18:00,DOWN,1000,951,47863.39,,0,,0,0.0787,449,0.0260,462,0.0110,204
btc-updown-5m-1773943500,1773943500,2026-03-19 18:05,UP,1000,857,34725.32,,0,,0,,0,0.8211,178,0.9051,857
btc-updown-5m-1773943800,1773943800,2026-03-19 18:10,UP,1000,948,56376.50,,0,,0,0.9131,328,0.9873,483,0.9889,285
btc-updown-5m-1773944100,1773944100,2026-03-19 18:15,DOWN,1000,937,48847.64,,0,,0,,0,0.1072,617,0.0525,835
btc-updown-5m-1773944400,1773944400,2026-03-19 18:20,DOWN,1000,889,44479.69,,0,,0,,0,0.2983,43,0.1045,889
btc-updown-5m-1773944700,1773944700,2026-03-19 18:25,DOWN,1000,953,46211.48,,0,,0,0.0651,381,0.0435,539,0.0112,245
btc-updown-5m-1773945000,1773945000,2026-03-19 18:30,DOWN,1000,591,43302.57,,0,,0,,0,,0,0.1423,591
btc-updown-5m-1773945300,1773945300,2026-03-19 18:35,UP,1000,929,57375.38,,0,,0,,0,0.9552,609,0.9788,625
btc-updown-5m-1773945600,1773945600,2026-03-19 18:40,UP,1000,850,28008.70,,0,,0,,0,0.5823,187,0.8304,850
btc-updown-5m-1773945900,1773945900,2026-03-19 18:45,DOWN,1000,940,41682.44,,0,,0,0.0817,262,0.0465,634,0.0283,435
btc-updown-5m-1773946200,1773946200,2026-03-19 18:50,UP,1000,960,63812.29,,0,,0,0.9408,435,0.9838,502,0.9805,245
btc-updown-5m-1773946500,1773946500,2026-03-19 18:55,UP,1000,962,45812.56,,0,,0,0.9440,609,0.9798,332,0.9900,75
btc-updown-5m-1773946800,1773946800,2026-03-19 19:00,UP,1000,937,60016.71,,0,,0,0.9534,308,0.9854,521,0.9946,413
btc-updown-5m-1773947100,1773947100,2026-03-19 19:05,UP,1000,941,73341.32,,0,,0,,0,0.9631,867,0.9871,376
btc-updown-5m-1773947400,1773947400,2026-03-19 19:10,UP,1000,971,125219.79,,0,0.9768,198,0.9871,314,0.9838,436,0.9969,199
btc-updown-5m-1773947700,1773947700,2026-03-19 19:15,UP,1000,936,73994.40,,0,,0,,0,0.9773,894,0.9886,425
btc-updown-5m-1773948000,1773948000,2026-03-19 19:20,DOWN,1000,661,110996.61,,0,,0,,0,,0,0.8182,661
btc-updown-5m-1773948300,1773948300,2026-03-19 19:25,DOWN,1000,966,64023.96,0.1052,21,0.0428,553,0.0189,171,0.0074,204,0.0028,210
btc-updown-5m-1773948600,1773948600,2026-03-19 19:30,UP,1000,469,55696.18,,0,,0,,0,,0,0.7434,469
btc-updown-5m-1773948900,1773948900,2026-03-19 19:35,UP,1000,931,58966.36,,0,,0,,0,0.9535,687,0.9686,931
btc-updown-5m-1773949200,1773949200,2026-03-19 19:40,UP,1000,931,78883.08,,0,,0,,0,0.9204,598,0.9496,703
btc-updown-5m-1773949500,1773949500,2026-03-19 19:45,DOWN,1000,951,42158.76,,0,,0,,0,0.1027,681,0.0636,665
btc-updown-5m-1773949800,1773949800,2026-03-19 19:50,DOWN,1000,962,51793.48,,0,,0,0.0898,512,0.0567,418,0.0145,270
btc-updown-5m-1773950100,1773950100,2026-03-19 19:55,DOWN,1000,768,41290.15,,0,,0,,0,,0,0.2466,768
btc-updown-5m-1773950400,1773950400,2026-03-19 20:00,DOWN,1000,684,34360.51,,0,,0,,0,0.4738,15,0.6393,684
btc-updown-5m-1773950700,1773950700,2026-03-19 20:05,UP,1000,943,64855.94,,0,,0,,0,0.9267,685,0.9463,877
btc-updown-5m-1773951000,1773951000,2026-03-19 20:10,DOWN,1000,866,40783.32,,0,,0,,0,0.0863,498,0.1007,726
btc-updown-5m-1773951300,1773951300,2026-03-19 20:15,UP,1000,961,41082.70,,0,,0,0.7997,150,0.9507,778,0.9799,361
btc-updown-5m-1773951600,1773951600,2026-03-19 20:20,DOWN,1000,930,42146.21,,0,,0,,0,0.1262,718,0.0577,768
btc-updown-5m-1773951900,1773951900,2026-03-19 20:25,DOWN,1000,917,56144.42,,0,,0,,0,0.1210,438,0.0858,917
btc-updown-5m-1773952200,1773952200,2026-03-19 20:30,UP,1000,938,46098.99,,0,,0,0.8359,224,0.9461,663,0.9869,336
btc-updown-5m-1773952500,1773952500,2026-03-19 20:35,UP,1000,949,50587.98,,0,0.8742,342,0.9451,488,0.9891,106,0.9900,27
btc-updown-5m-1773952800,1773952800,2026-03-19 20:40,DOWN,1000,888,66748.02,,0,,0,,0,0.0429,702,0.0171,575
btc-updown-5m-1773953100,1773953100,2026-03-19 20:45,DOWN,1000,937,68778.07,,0,,0,0.0852,46,0.0289,582,0.0235,540
btc-updown-5m-1773953400,1773953400,2026-03-19 20:50,UP,1000,910,47528.71,,0,,0,,0,0.3339,152,0.7726,910
btc-updown-5m-1773953700,1773953700,2026-03-19 20:55,DOWN,1000,720,50669.64,,0,,0,,0,0.7395,61,0.5945,720
btc-updown-5m-1773954000,1773954000,2026-03-19 21:00,UP,1000,954,41585.00,,0,,0,0.9490,222,0.9737,596,0.9813,525
btc-updown-5m-1773954300,1773954300,2026-03-19 21:05,UP,1000,975,47009.74,,0,,0,0.8446,655,0.9828,294,0.9893,117
btc-updown-5m-1773954600,1773954600,2026-03-19 21:10,UP,1000,876,45371.04,,0,,0,,0,0.8274,26,0.7776,876
btc-updown-5m-1773954900,1773954900,2026-03-19 21:15,DOWN,1000,964,42721.22,,0,,0,0.1057,332,0.0556,520,0.0328,430
btc-updown-5m-1773955200,1773955200,2026-03-19 21:20,DOWN,1000,809,46980.10,,0,,0,,0,0.0823,311,0.1053,809
btc-updown-5m-1773955500,1773955500,2026-03-19 21:25,DOWN,1000,947,32913.35,,0,,0,0.0843,221,0.0888,517,0.0356,487
btc-updown-5m-1773955800,1773955800,2026-03-19 21:30,DOWN,1000,958,41342.14,,0,,0,,0,0.0380,923,0.0156,460
btc-updown-5m-1773956100,1773956100,2026-03-19 21:35,UP,1000,758,37348.22,,0,,0,,0,0.7896,359,0.6641,758
btc-updown-5m-1773956400,1773956400,2026-03-19 21:40,DOWN,1000,844,44458.93,,0,,0,,0,0.4374,169,0.1993,844
btc-updown-5m-1773956700,1773956700,2026-03-19 21:45,DOWN,1000,940,39623.09,,0,,0,,0,0.0797,638,0.0493,881
btc-updown-5m-1773957000,1773957000,2026-03-19 21:50,UP,1000,793,31389.41,,0,,0,0.5005,233,0.4801,309,0.5485,416
btc-updown-5m-1773957300,1773957300,2026-03-19 21:55,UP,1000,792,42922.38,,0,,0,,0,0.9527,163,0.8480,792
btc-updown-5m-1773957600,1773957600,2026-03-19 22:00,DOWN,1000,923,44275.02,,0,,0,,0,0.1179,472,0.0724,923
btc-updown-5m-1773957900,1773957900,2026-03-19 22:05,UP,1000,954,51622.48,,0,,0,,0,0.9710,584,0.9720,684
btc-updown-5m-1773958200,1773958200,2026-03-19 22:10,UP,1000,933,43462.64,,0,,0,,0,0.9281,735,0.9667,826
btc-updown-5m-1773958500,1773958500,2026-03-19 22:15,DOWN,1000,670,92440.84,,0,,0,,0,,0,0.4109,670
btc-updown-5m-1773958800,1773958800,2026-03-19 22:20,DOWN,1000,968,38665.66,,0,,0,0.1446,448,0.0337,429,0.0159,357
btc-updown-5m-1773959100,1773959100,2026-03-19 22:25,DOWN,1000,721,51666.97,,0,,0,,0,0.4527,257,0.4121,661
btc-updown-5m-1773959400,1773959400,2026-03-19 22:30,DOWN,1000,971,54055.04,,0,,0,0.0440,857,0.0100,100,0.0100,39
btc-updown-5m-1773959700,1773959700,2026-03-19 22:35,DOWN,1000,963,76544.41,,0,0.0281,185,0.0154,565,0.0079,179,0.0026,138
btc-updown-5m-1773960000,1773960000,2026-03-19 22:40,UP,1000,891,43931.09,,0,,0,,0,0.6715,196,0.8268,891
btc-updown-5m-1773960300,1773960300,2026-03-19 22:45,UP,1000,841,44382.49,,0,,0,,0,0.3273,178,0.6175,841
btc-updown-5m-1773960600,1773960600,2026-03-19 22:50,UP,1000,937,44272.68,,0,,0,,0,0.9344,454,0.9541,937
btc-updown-5m-1773960900,1773960900,2026-03-19 22:55,UP,1000,888,33447.12,,0,,0,,0,0.5548,28,0.8424,888
btc-updown-5m-1773961200,1773961200,2026-03-19 23:00,UP,1000,952,36194.63,,0,,0,,0,0.9466,826,0.9633,697
btc-updown-5m-1773961500,1773961500,2026-03-19 23:05,DOWN,1000,937,38455.44,,0,,0,,0,0.2357,258,0.1450,937
btc-updown-5m-1773961800,1773961800,2026-03-19 23:10,DOWN,1000,741,40681.41,,0,,0,,0,0.3826,227,0.2326,741
btc-updown-5m-1773962100,1773962100,2026-03-19 23:15,DOWN,1000,966,43060.21,,0,,0,0.0618,540,0.0179,213,0.0100,240
btc-updown-5m-1773962400,1773962400,2026-03-19 23:20,UP,1000,754,48937.75,,0,,0,,0,,0,0.2772,754
btc-updown-5m-1773962700,1773962700,2026-03-19 23:25,UP,1000,974,43343.75,,0,,0,0.9431,805,0.9830,149,0.9900,44
btc-updown-5m-1773963000,1773963000,2026-03-19 23:30,DOWN,1000,941,49004.78,,0,,0,0.0800,592,0.0144,331,0.0100,55
btc-updown-5m-1773963300,1773963300,2026-03-19 23:35,DOWN,1000,951,43637.25,,0,,0,0.0688,131,0.0563,641,0.0378,552
btc-updown-5m-1773963600,1773963600,2026-03-19 23:40,UP,1000,951,37248.81,,0,,0,0.8859,209,0.9464,689,0.9800,377
btc-updown-5m-1773963900,1773963900,2026-03-19 23:45,UP,1000,709,42418.32,,0,,0,,0,,0,0.9187,709
btc-updown-5m-1773964200,1773964200,2026-03-19 23:50,UP,1000,908,35608.93,,0,,0,,0,,0,0.8400,908
btc-updown-5m-1773964500,1773964500,2026-03-19 23:55,DOWN,1000,607,55573.56,,0,,0,,0,,0,0.5662,607
btc-updown-5m-1773964800,1773964800,2026-03-20 00:00,DOWN,1000,939,57113.57,,0,,0,,0,0.0512,730,0.0296,636
btc-updown-5m-1773965100,1773965100,2026-03-20 00:05,UP,1000,956,57213.59,,0,0.9165,418,0.9707,377,0.9898,127,0.9900,48
btc-updown-5m-1773965400,1773965400,2026-03-20 00:10,UP,1000,949,43808.70,,0,,0,0.8398,207,0.9161,653,0.9676,392
btc-updown-5m-1773965700,1773965700,2026-03-20 00:15,UP,1000,936,48012.52,,0,,0,,0,0.8200,563,0.8914,936
btc-updown-5m-1773966000,1773966000,2026-03-20 00:20,DOWN,1000,967,54502.12,,0,,0,0.1095,634,0.0159,295,0.0100,75
btc-updown-5m-1773966300,1773966300,2026-03-20 00:25,UP,1000,947,35374.52,,0,,0,0.7801,282,0.9503,634,0.9835,266
btc-updown-5m-1773966600,1773966600,2026-03-20 00:30,DOWN,1000,634,60979.81,,0,,0,,0,0.5274,194,0.5872,634
btc-updown-5m-1773966900,1773966900,2026-03-20 00:35,UP,651,514,34734.03,0.5488,158,0.5899,136,0.4913,84,0.5287,50,0.7252,36
btc-updown-5m-1773967200,1773967200,2026-03-20 00:40,DOWN,551,376,26583.39,0.4409,61,0.4451,95,0.4514,76,0.3789,50,0.3180,90
btc-updown-5m-1773967500,1773967500,2026-03-20 00:45,UP,523,306,23436.96,0.5389,58,0.6163,225,,0,,0,,0
btc-updown-5m-1773967800,1773967800,2026-03-20 00:50,DOWN,1000,917,40556.80,,0,,0,0.1370,68,0.1042,559,0.0679,492
btc-updown-5m-1773968100,1773968100,2026-03-20 00:55,UP,1000,356,94132.33,,0,,0,,0,,0,0.6672,356
btc-updown-5m-1773968400,1773968400,2026-03-20 01:00,UP,779,662,55926.91,0.6115,77,0.8647,170,0.9479,130,0.9900,45,0.9900,30
btc-updown-5m-1773968700,1773968700,2026-03-20 01:05,UP,531,224,25949.37,0.5973,65,0.7561,38,0.7519,35,0.7657,35,0.7724,35
btc-updown-5m-1773969000,1773969000,2026-03-20 01:10,UP,1000,858,36067.02,,0,,0,,0,0.8414,489,0.8548,771
btc-updown-5m-1773969300,1773969300,2026-03-20 01:15,DOWN,1000,762,41878.80,0.5467,202,0.5906,192,0.6065,119,0.5601,53,0.5218,43
btc-updown-5m-1773969600,1773969600,2026-03-20 01:20,DOWN,106,18,8907.21,0.5748,9,0.5300,1,,0,,0,,0
btc-updown-5m-1773969900,1773969900,2026-03-20 01:25,UP,11,0,1299.84,,0,,0,,0,,0,,0
btc-updown-5m-1773970200,1773970200,2026-03-20 01:30,UP,5,0,216.22,,0,,0,,0,,0,,0
btc-updown-5m-1773970500,1773970500,2026-03-20 01:35,UP,3,0,152.81,,0,,0,,0,,0,,0
btc-updown-5m-1773970800,1773970800,2026-03-20 01:40,UP,3,0,143.25,,0,,0,,0,,0,,0
